Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,W. W. Norton & Company,Paperback,301,2018,2017,,2021/11/11,to-read,to-read (#191),to-read,,,,0,0
61049,Autobiography of Red,Anne Carson,"Carson, Anne",Stesichorus,"=""037570129X""","=""9780375701290""",0,4.26,Vintage Books,Paperback,160,1999,1998,,2021/11/10,to-read,to-read (#190),to-read,,,,0,0
1215739,Lise Meitner: A Life in Physics (Volume 11),Ruth Lewin Sime,"Sime, Ruth Lewin",,"=""0520208609""","=""9780520208605""",0,4.35,University of California Press,Paperback,564,1997,1996,,2021/11/10,to-read,to-read (#189),to-read,,,,0,0
5197,A Lesson Before Dying,Ernest J. Gaines,"Gaines, Ernest J.",,"=""0375702709""","=""9780375702709""",0,3.98,Vintage,Paperback,256,1993,1993,,2021/10/05,to-read,to-read (#188),to-read,,,,0,0
50203,A Haunted House And Other Short Stories,Virginia Woolf,"Woolf, Virginia",,"=""0156028034""","=""9780156028035""",0,3.83,Harcourt,Paperback,148,2002,1921,,2021/09/19,to-read,to-read (#187),to-read,,,,0,0
650775,Collected Ghost Stories,M.R. James,"James, M.R.",,"=""1853268399""","=""9781853268397""",0,4.13,Wordsworth Editions Ltd,Hardcover,568,1994,1931,,2021/09/17,to-read,to-read (#186),to-read,,,,0,0
9328,The House of the Spirits,Isabel Allende,"Allende, Isabel",Magda Bogin,"=""0553383809""","=""9780553383805""",0,4.29,Dial Press Trade Paperback,Paperback,448,2005,1982,,2021/09/07,to-read,to-read (#185),to-read,,,,0,0
128073,The Power of the Dog,Thomas Savage,"Savage, Thomas",Annie Proulx,"=""0316610895""","=""9780316610896""",0,4.17,Back Bay Books,Paperback,293,2001,1967,,2021/08/27,to-read,to-read (#184),to-read,,,,0,0
46164,Tender Is the Night,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Amor Towles,"=""""","=""""",3,3.77,Scribner,Paperback,430,1995,1934,,2020/06/20,,,read,,,,1,0
12467,The Naked and the Dead,Norman Mailer,"Mailer, Norman",,"=""0312265050""","=""9780312265052""",0,3.94,Picador,Paperback,721,2000,1948,,2021/07/10,to-read,to-read (#183),to-read,,,,0,0
141352,A Hunger Artist (Short Prose of Franz Kafka),Franz Kafka,"Kafka, Franz","Helen Vlcnovska, Kevin Blahut","=""8090217117""","=""9788090217119""",0,4.10,Twisted Spoon Press,Hardcover,84,1996,1924,,2021/07/10,to-read,to-read (#182),to-read,,,,0,0
11013,Finnegans Wake,James Joyce,"Joyce, James",,"=""0571217354""","=""9780571217359""",0,3.68,Faber & Faber,Paperback,628,2002,1939,,2021/07/09,to-read,to-read (#181),to-read,,,,0,0
2287,"Other Voices, Other Rooms",Truman Capote,"Capote, Truman",,"=""0679745645""","=""9780679745648""",0,3.75,Knopf Doubleday Publishing Group,Paperback,232,1994,1948,,2021/06/20,to-read,to-read (#180),to-read,,,,0,0
415,Gravity’s Rainbow,Thomas Pynchon,"Pynchon, Thomas",,"=""0143039946""","=""9780143039945""",0,4.01,Penguin Books,Paperback,776,2006,1973,,2021/06/08,to-read,to-read (#179),to-read,,,,0,0
208123,The Tibetan Book of the Dead,Padmasambhava,"Padmasambhava, Padmasambhava","Karma-glin-pa, Gyurme Dorje, Graham Coleman, Thupten Jinpa, Dalai Lama XIV, Namka Chokyi Gyatso","=""0143104942""","=""9780143104940""",0,4.16,Penguin Classics,Paperback,535,2007,1350,,2021/05/24,to-read,to-read (#178),to-read,,,,0,0
636223,Ice,Anna Kavan,"Kavan, Anna",,"=""0720612683""","=""9780720612684""",0,3.65,Peter Owen Publishers,Paperback,158,2016,1967,,2021/05/21,to-read,to-read (#177),to-read,,,,0,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",0,4.09,Random House,Paperback,710,2000,2000,,2021/05/20,to-read,to-read (#176),to-read,,,,0,0
527495,The Autobiography of Alice B. Toklas,Gertrude Stein,"Stein, Gertrude",,"=""067972463X""","=""9780679724636""",0,3.54,Vintage,Paperback,252,1990,1933,,2021/05/16,to-read,to-read (#175),to-read,,,,0,0
40603073,I Am The Architect of My Own Destruction,Juansen Dizon,"Dizon, Juansen",,"=""1721578641""","=""9781721578641""",0,4.53,CreateSpace Independent Publishing Platform,Paperback,164,2018,,,2021/04/28,to-read,to-read (#174),to-read,,,,0,0
47735,Anne Sexton: A Self-Portrait in Letters,Anne Sexton,"Sexton, Anne","Lois Ames, Linda Gray Sexton","=""0618492429""","=""9780618492428""",0,4.28,Mariner Books,Paperback,433,2004,1977,,2021/04/24,to-read,to-read (#173),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",4,3.99,Simon & Schuster ,Paperback,453,2004,1961,2021/04/22,2020/06/18,,,read,,,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",4,4.25,Small Beer Press,ebook,281,2010,2002,,2021/04/16,,,read,,,,1,0
28495,Sculpting in Time,Andrei Tarkovsky,"Tarkovsky, Andrei",Kitty Hunter-Blair,"=""0292776241""","=""9780292776241""",0,4.51,University of Texas Press,Paperback,254,1989,1984,,2021/04/17,to-read,to-read (#172),to-read,,,,0,0
6609784,"Naoki Urasawa's Monster, Volume 1 (Naoki Urasawa's Monster: Kanzenban, #1)",Naoki Urasawa,"Urasawa, Naoki",Marc Bernabé,"=""8467476605""","=""9788467476606""",5,4.58,Planeta DeAgostini,Paperback,424,2009,1995,,2021/04/16,,,read,,,,1,0
30139736,"Siúil, a Rún: The Girl From the Other Side, Vol. 1 (The Girl from the Other Side, #1)",Nagabe,"Nagabe, Nagabe",Adrienne Beck,"=""1626924678""","=""9781626924673""",4,4.23,Seven Seas,Paperback,177,2017,2016,,2021/04/16,,,read,,,,1,0
29968686,The Nameless Monster,Emil Sherbet,"Sherbet, Emil",,"=""""","=""""",4,3.55,Lulu.com,Kindle Edition,130,2015,,,2021/04/16,to-read,to-read (#171),to-read,,,,1,0
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,"Clare, Cassandra",,"=""1416975861""","=""9781416975861""",0,4.31,Margaret K. McElderry Books,Hardcover,479,2010,2010,,2021/04/09,to-read,to-read (#169),to-read,,,,0,0
333026,On the Damned Human Race,Mark Twain,"Twain, Mark",,"=""1566195268""","=""9781566195263""",0,4.15,Hill Wang,Hardcover,259,1962,1905,,2021/04/04,to-read,to-read (#168),to-read,,,,0,0
102564,The Mysterious Stranger,Mark Twain,"Twain, Mark",,"=""1573920398""","=""9781573920391""",0,4.12,Prometheus,Paperback,122,1995,1916,,2021/04/04,to-read,to-read (#167),to-read,,,,0,0
51069,"The Growing Pains of Adrian Mole (Adrian Mole, #2)",Sue Townsend,"Townsend, Sue",,"=""0060533986""","=""9780060533984""",0,4.00,HarperTeen,Paperback,304,2003,1984,,2021/04/02,to-read,to-read (#166),to-read,,,,0,0
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,4.02,Viking,Hardcover,496,2014,1939,,2021/04/02,to-read,to-read (#165),to-read,,,,0,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",4,3.96,Penguin Classics,Paperback,416,2003,-400,,2021/04/01,,,read,,,,1,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,4.09,Vintage,Paperback,343,1994,1966,,2021/03/31,to-read,to-read (#164),to-read,,,,0,0
188572,The Complete Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",0,4.51,Bantam Classics,Paperback,1796,1986,1927,,2021/03/31,to-read,to-read (#163),to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.24,Black Swan,Paperback,637,1990,1989,,2021/03/31,to-read,to-read (#162),to-read,,,,0,0
16631,Steppenwolf,Hermann Hesse,"Hesse, Hermann",Basil Creighton,"=""0140282580""","=""9780140282580""",0,4.13,Penguin,Paperback,256,1999,1927,,2021/03/30,to-read,to-read (#161),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.40,Atria Books,Hardcover,389,2017,2017,,2021/03/28,to-read,to-read (#160),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",4,4.21,Modern Library,Paperback,667,2003,1869,2021/03/28,2020/06/18,,,read,,,,1,0
49095673,Fascism and Democracy,George Orwell,"Orwell, George",,"=""0241455677""","=""9780241455678""",0,4.21,Penguin Classics,Paperback,36,2020,,,2021/03/27,to-read,to-read (#159),to-read,,,,0,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.10,Ace,Paperback,304,2000,1969,,2021/03/23,to-read,to-read (#158),to-read,,,,0,0
16902,"Walden or, Life in the Woods",Henry David Thoreau,"Thoreau, Henry David",Bill McKibben,"=""""","=""""",0,3.78,Princeton University Press,Paperback,352,2004,1854,,2021/03/22,to-read,to-read (#157),to-read,,,,0,0
16842,A Single Man,Christopher Isherwood,"Isherwood, Christopher",,"=""0816638624""","=""9780816638628""",0,4.06,Univ Of Minnesota Press,Paperback,186,2001,1964,,2021/03/20,to-read,to-read (#156),to-read,,,,0,0
43946,My Left Foot,Christy Brown,"Brown, Christy",,"=""074930460X""","=""9780749304607""",0,4.05,Mandarin Paperback,Paperback,184,1990,1954,,2021/03/14,to-read,to-read (#155),to-read,,,,0,0
75485,Écrits,Jacques Lacan,"Lacan, Jacques",Bruce Fink,"=""0393329259""","=""9780393329254""",0,4.03,W. W. Norton & Company,Paperback,896,2007,1966,,2021/03/09,to-read,to-read (#154),to-read,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.82,Penguin Classics ,Paperback,541,2006,-700,,2020/06/18,,,read,,,,1,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine R. Hedges,"=""1558611584""","=""9781558611580""",5,4.07,The Feminist Press at CUNY,Paperback,62,1996,1892,,2021/03/04,,,read,,,,1,0
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",,"=""0860919714""","=""9780860919711""",0,4.07,Verso,Paperback,256,1989,1989,,2021/03/02,to-read,to-read (#153),to-read,,,,0,0
9357703,Signs and Symbols (Stories of Vladimir Nabokov),Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,3.92,,Collection,16,,1948,,2021/03/01,,,read,,,,1,0
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō","Machi Abe, E. Dale Saunders","=""0679733787""","=""9780679733782""",0,3.89,Vintage,Paperback,241,1991,1962,,2021/02/26,to-read,to-read (#152),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2021/02/26,to-read,to-read (#151),to-read,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.87,Penguin,Paperback,368,1995,1955,,2020/06/20,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.20,Houghton Mifflin Harcourt,ebook,298,2013,1949,,2020/06/18,,,read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",0,3.98,Viking,Hardcover,288,2020,2020,,2021/02/25,to-read,to-read (#150),to-read,,,,0,0
5211,A Fine Balance,Rohinton Mistry,"Mistry, Rohinton",,"=""140003065X""","=""9781400030651""",0,4.38,Vintage,Paperback,603,1997,1995,,2021/02/24,to-read,to-read (#149),to-read,,,,0,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/06/18,,,read,,,,1,0
294403,Kinski Uncut,Klaus Kinski,"Kinski, Klaus",Joachim Neugroschel,"=""0140255362""","=""9780140255362""",0,3.93,Penguin Books,Paperback,336,1997,1975,,2021/02/19,to-read,to-read (#148),to-read,,,,0,0
123933,No Exit,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0573613052""","=""9780573613050""",3,4.11,Concord Theatricals,Paperback,60,1958,1944,,2021/02/17,,,read,,,,1,0
1153149,"The Outline of History, Vol. 1 (of 2)",H.G. Wells,"Wells, H.G.",,"=""""","=""""",0,3.99,Reprint Services Corp,Library Binding,713,1920,1919,,2021/02/17,to-read,to-read (#147),to-read,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",3,3.94,Vintage,Paperback,255,2001,1925,,2020/06/18,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",4,3.80,Oxford University Press,Paperback,544,1998,1861,,2020/06/18,,,read,,,,1,0
28550115,Krapp's Last Tape,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",4,3.64,Faber and Faber,Paperback,13,2009,1958,,2021/02/12,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.58,Scholastic Inc,Paperback,652,2006,2005,,2020/06/18,,,read,,,,1,0
93261,The Legend of Sleepy Hollow,Washington Irving,"Irving, Washington",,"=""0809594080""","=""9780809594085""",0,3.78,Aegypan,Paperback,108,2004,1820,,2020/06/18,,,read,,,,1,0
25667449,The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,"Laing, Olivia",,"=""1250039576""","=""9781250039576""",0,3.92,Picador,Hardcover,336,2016,2016,,2021/02/06,to-read,to-read (#146),to-read,,,,0,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,"=""""","=""""",5,3.84,Grove,Paperback,109,2011,1951,,2021/02/01,,,read,,,,1,0
12287,Endgame,Samuel Beckett,"Beckett, Samuel",,"=""0571070671""","=""9780571070671""",5,3.79,Faber and Faber,Paperback,60,1989,1957,,2021/01/29,,,read,,,,1,0
35297426,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,"=""1501154648""","=""9781501154645""",4,4.04,Atria Books,Paperback,359,2018,2017,,2020/06/24,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2020/06/18,,,read,,,,1,0
25865314,Rotten Perfect Mouth,Eva H.D.,"H.D., Eva",,"=""1771260815""","=""9781771260817""",0,4.32,Mansfield Press,Paperback,72,2015,2015,,2021/01/28,to-read,to-read (#145),to-read,,,,0,0
19314428,History of the Rain,Niall Williams,"Williams, Niall",,"=""1408852020""","=""9781408852026""",0,4.01,Bloomsbury Publishing,Hardcover,358,2014,2014,,2021/01/25,to-read,to-read (#144),to-read,,,,0,0
396931,The Origins of Totalitarianism,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.30,Harcourt Brace Jovanovich,Paperback,527,1973,1951,,2021/01/24,to-read,to-read (#143),to-read,,,,0,0
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin,"Bakhtin, Mikhail",,"=""0816612285""","=""9780816612284""",0,4.36,University Of Minnesota Press,Paperback,334,1984,1963,,2021/01/24,to-read,to-read (#142),to-read,,,,0,0
4588,Extremely Loud & Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0618711651""","=""9780618711659""",0,3.97,Mariner Books Classics,Paperback,326,2006,2005,,2021/01/24,to-read,to-read (#141),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",0,3.99,"Little, Brown and Company",Hardcover,388,2019,2019,,2021/01/18,to-read,to-read (#140),to-read,,,,0,0
41363,For Keeps: 30 Years at the Movies,Pauline Kael,"Kael, Pauline",,"=""0452273080""","=""9780452273085""",0,4.47,Plume,Paperback,1312,1996,1994,,2021/01/18,to-read,to-read (#139),to-read,,,,0,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.16,Children's Classics,Hardcover,331,1998,1911,,2021/01/05,to-read,to-read (#138),to-read,,,,0,0
44453029,Threshold,Rob Doyle,"Doyle, Rob",,"=""1635574145""","=""9781635574142""",0,3.77,Bloomsbury Publishing,Hardcover,336,2020,2020,,2021/01/05,to-read,to-read (#137),to-read,,,,0,0
1080102,The Yellow Sign and Other Stories,Robert W. Chambers,"Chambers, Robert W.",S.T. Joshi,"=""1568821263""","=""9781568821269""",0,4.09,Chaosium,Paperback,668,2000,2000,,2020/12/03,,,read,,,,1,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.34,Knopf,Hardcover,435,2006,2006,,2020/11/12,to-read,to-read (#136),to-read,,,,0,0
17694319,The Bread We Eat in Dreams,Catherynne M. Valente,"Valente, Catherynne M.",,"=""1596065826""","=""9781596065826""",0,4.08,Subterranean Press,Hardcover,336,2013,2013,,2020/11/10,to-read,to-read (#135),to-read,,,,0,0
12670705,Don Quixote Volume One,Rob Davis,"Davis, Rob",Miguel de Cervantes Saavedra,"=""1906838313""","=""9781906838317""",0,3.92,SelfMadeHero,Paperback,160,2011,2011,,2020/11/06,,,read,,,,1,0
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,"=""0141439580""","=""9780141439587""",4,4.05,Penguin Books,Paperback,474,2003,1815,,2020/06/18,,,read,,,,1,0
178911,Annabel Lee,Edgar Allan Poe,"Poe, Edgar Allan",Gilles Tibo,"=""""","=""""",0,4.32,Tundra Books,,24,1987,1849,,2020/11/05,,,read,,,,1,0
43708884,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,"Mackesy, Charlie",,"=""1529105102""","=""9781529105100""",0,4.56,Ebury Press,Hardcover,128,2019,2019,,2020/11/05,to-read,to-read (#134),to-read,,,,0,0
40605223,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""""","=""""",0,3.53,Gallery/Scout Press,Kindle Edition,241,2016,2016,,2020/10/31,to-read,to-read (#133),to-read,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",5,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2020/06/18,,,read,,,,1,0
6604712,Eating Animals,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0316069906""","=""9780316069908""",0,4.21,"Little, Brown and Company",Hardcover,341,2009,2009,,2020/10/23,to-read,to-read (#132),to-read,,,,0,0
34275232,"The Hazel Wood (The Hazel Wood, #1)",Melissa Albert,"Albert, Melissa",,"=""1250147905""","=""9781250147905""",0,3.56,Flatiron Books,Hardcover,359,2018,2018,,2020/10/23,to-read,to-read (#131),to-read,,,,0,0
285537,The Declaration of Independence,Thomas Jefferson,"Jefferson, Thomas","Michael Hardt, Garnet Kindervater","=""1844671577""","=""9781844671571""",0,4.54,Verso,Paperback,144,2007,1776,,2020/10/23,to-read,to-read (#130),to-read,,,,0,0
293918,Song of Myself,Walt Whitman,"Whitman, Walt",,"=""142092706X""","=""9781420927061""",0,4.16,Digireads.com,Paperback,80,2006,1856,,2020/10/23,to-read,to-read (#129),to-read,,,,0,0
36529,Narrative of the Life of Frederick Douglass,Frederick Douglass,"Douglass, Frederick",,"=""1580495761""","=""9781580495769""",0,4.12,Prestwick House Inc.,Paperback,158,2004,1845,,2020/10/20,to-read,to-read (#128),to-read,,,,0,0
33124137,Pet Sematary,Stephen        King,"King, Stephen",,"=""""","=""""",4,4.08,Scribner,Kindle Edition,580,2014,1983,,2020/10/20,,,read,,,,1,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",0,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2020/06/18,,,read,,,,1,0
46165,This Side of Paradise,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0684843781""","=""9780684843780""",0,3.64,Scribner,Paperback,275,1998,1920,,2020/08/11,to-read,to-read (#127),to-read,,,,0,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",4,4.37,Beacon Press,Paperback,165,2006,1946,,2020/06/18,,,read,,,,1,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,4.00,Alfred A. Knopf,Hardcover,241,2006,2006,,2020/08/06,to-read,to-read (#126),to-read,,,,0,0
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""""","=""""",4,3.84,Vintage,Paperback,181,1994,1963,,2020/07/16,,,read,,,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",5,4.16,Vintage Books,Paperback,559,2004,1992,,2020/06/18,,,read,,,,1,0
45685,The Canterville Ghost,Oscar Wilde,"Wilde, Oscar",,"=""""","=""""",0,3.88,Walker Books,Hardcover,126,1997,1887,,2020/07/31,to-read,to-read (#125),to-read,,,,0,0
862835,The Greeks and the Irrational,E.R. Dodds,"Dodds, E.R.",,"=""0520003276""","=""9780520003279""",0,4.20,University of California Press,Paperback,327,1962,1951,,2020/07/30,to-read,to-read (#124),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""""","=""""",0,4.19,Tor Books,Kindle Edition,402,2013,2013,,2020/07/29,to-read,to-read (#123),to-read,,,,0,0
30672,Darkness at Noon,Arthur Koestler,"Koestler, Arthur",Daphne Hardy,"=""0553265954""","=""9780553265958""",0,4.12,Bantam Books,Mass Market Paperback,216,1984,1940,,2020/07/27,to-read,to-read (#122),to-read,,,,0,0
18338257,Baghavadgita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Adi Shankaracharya, Pio Filippani Ronconi","=""8879840436""","=""9788879840439""",0,4.19,Luni ,Paperback,344,1997,-400,,2020/07/26,to-read,to-read (#121),to-read,,,,0,0
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",0,3.93,Penguin,Paperback,176,1990,1972,,2020/07/24,to-read,to-read (#120),to-read,,,,0,0
32049,Lady Chatterley’s Lover,D.H. Lawrence,"Lawrence, D.H.",,"=""039460430X""","=""9780394604305""",0,3.50,Modern Library,Hardcover,376,1983,1928,,2020/07/23,to-read,to-read (#119),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.35,New York Review Books,Paperback,292,2006,1965,,2020/07/21,to-read,to-read (#118),to-read,,,,0,0
18171345,"Madame Edwarda, Le Mort, Histoire de l'œil",Georges Bataille,"Bataille, Georges",,"=""""","=""""",0,3.62,10/18,Paperback,,1973,1973,,2020/07/13,to-read,to-read (#117),to-read,,,,0,0
135460,My Mother/Madame Edwarda/The Dead Man,Georges Bataille,"Bataille, Georges",,"=""0714530042""","=""9780714530048""",0,3.90,Marion Boyars Publishers Ltd,Paperback,224,2000,1966,,2020/07/13,to-read,to-read (#116),to-read,,,,0,0
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",0,4.64,St. Martin's Press,Hardcover,440,2015,2015,,2020/07/09,to-read,to-read (#115),to-read,,,,0,0
17728,The House of Mirth,Edith Wharton,"Wharton, Edith",Nina Bawden,"=""1844082938""","=""9781844082933""",0,3.97,Virago UK,Paperback,351,2006,1905,,2020/07/09,to-read,to-read (#114),to-read,,,,0,0
16981,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""""","=""""",0,3.92,Vintage,Paperback,581,1995,1952,,2020/07/09,to-read,to-read (#113),to-read,,,,0,0
612888,The Lonely Londoners,Sam Selvon,"Selvon, Sam",,"=""0582642647""","=""9780582642645""",0,3.70,Longman,Paperback,142,1989,1956,,2020/07/09,to-read,to-read (#112),to-read,,,,0,0
58345,The Awakening,Kate Chopin,"Chopin, Kate",,"=""0543898083""","=""9780543898081""",0,3.69,Elibron Classics,Paperback,195,2006,1899,,2020/07/09,to-read,to-read (#111),to-read,,,,0,0
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",5,4.17,Prestwick House,Paperback,89,2005,1895,,2020/06/18,,,read,,,,1,0
13543093,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,"Pinker, Steven",,"=""0143122010""","=""9780143122012""",0,4.16,Penguin Books,Paperback,806,2012,2010,,2020/07/04,to-read,to-read (#110),to-read,,,,0,0
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",0,4.20,Viking,Hardcover,576,2018,2018,,2020/07/04,to-read,to-read (#109),to-read,,,,0,0
21119,The Ethics of Ambiguity,Simone de Beauvoir,"Beauvoir, Simone de",Bernard Frechtman,"=""080650160X""","=""9780806501604""",0,4.17,Citadel,Paperback,162,2000,1947,,2020/07/03,to-read,to-read (#108),to-read,,,,0,0
37190,The Tale of Despereaux,Kate DiCamillo,"DiCamillo, Kate",Timothy Basil Ering,"=""0763625299""","=""9780763625290""",4,4.07,Candlewick Press,Paperback,272,2008,2003,,2020/07/03,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",4,3.89,Penguin Books,Paperback,107,2002,1937,,2020/06/18,,,read,,,,1,0
103197,Coup de Grâce,Marguerite Yourcenar,"Yourcenar, Marguerite",Grace Frick,"=""0374516316""","=""9780374516314""",0,3.68,Noonday Press,Paperback,151,1981,1939,,2020/07/02,to-read,to-read (#107),to-read,,,,0,0
38916491,Legjenda e tregime të moçme shqiptare,Anton Papleka,"Papleka, Anton",,"=""""","=""""",3,3.83,Redona,Paperback,104,2008,,,2020/07/02,,,read,,,,1,0
40951767,My Name is Monster,Katie Hale,"Hale, Katie",,"=""1786896354""","=""9781786896353""",0,3.62,Canongate Books Ltd.,Kindle Edition,304,2019,2019,,2020/07/02,to-read,to-read (#106),to-read,,,,0,0
76620,"Watership Down (Watership Down, #1)",Richard  Adams,"Adams, Richard",,"=""038039586X""","=""9780380395866""",0,4.09,Avon Books,Mass Market Paperback,478,1975,1972,,2020/07/02,to-read,to-read (#105),to-read,,,,0,0
