Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",5,4.25,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2020/06/20,,,read,,,,1,0
34606688,Tales of Norse Mythology,Hélène A. Guerber,"Guerber, Hélène A.",,"=""1435164989""","=""9781435164987""",0,3.91,Barnes & Noble,Leather Bound,464,2017,1895,,2025/07/03,to-read,to-read (#320),to-read,,,,0,0
31196,The Razor’s Edge,W. Somerset Maugham,"Maugham, W. Somerset",,"=""1400034205""","=""9781400034208""",5,4.19,Vintage International,Paperback,314,2003,1944,,2025/07/03,,,read,,,,1,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.07,Vintage Books,Paperback,204,1998,1971,,2025/06/28,to-read,to-read (#319),to-read,,,,0,0
113441,The Day of the Locust,Nathanael West,"West, Nathanael",,"=""0451523482""","=""9780451523488""",0,3.70,Signet Classic,Mass Market Paperback,208,1983,1939,,2025/06/28,to-read,to-read (#318),to-read,,,,0,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",5,3.96,"Little, Brown",Hardcover,771,2013,2013,,2020/06/18,,,read,,,,1,0
70401,On the Road,Jack Kerouac,"Kerouac, Jack",,"=""0140042598""","=""9780140042597""",0,3.61,Penguin Books,Paperback,307,1976,1957,,2025/06/23,to-read,to-read (#317),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",3,4.21,Penguin,Mass Market Paperback,1463,1987,1862,,2020/06/18,,,read,,,,1,0
231560,Uncle Vanya,Anton Chekhov,"Chekhov, Anton",,"=""1406507881""","=""9781406507881""",5,3.86,Dodo Pr,Paperback,116,2006,1897,,2025/06/01,,,read,,,,1,0
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher W.E. Bigsby,"=""0142437336""","=""9780142437339""",5,3.61,Penguin Books,Paperback,143,2003,1953,,2022/10/02,,,read,,,,1,0
761764,"The Anarchy of the Imagination: Interviews, Essays, Notes (PAJ Books)",Rainer Werner Fassbinder,"Fassbinder, Rainer Werner",,"=""0801843693""","=""9780801843693""",0,4.28,Johns Hopkins University Press,Paperback,280,1992,1984,,2025/05/21,to-read,to-read (#316),to-read,,,,0,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""9780451499073""",0,3.74,Hogarth,Kindle Edition,304,2017,2017,,2025/05/21,to-read,to-read (#315),to-read,,,,0,0
29358559,Upstream: Selected Essays,Mary Oliver,"Oliver, Mary",,"=""1594206708""","=""9781594206702""",0,4.16,Penguin Press,Hardcover,178,2016,2016,,2025/05/21,to-read,to-read (#314),to-read,,,,0,0
88564033,A Leopard-Skin Hat,Anne Serre,"Serre, Anne",Mark Hutchinson,"=""0811234517""","=""9780811234511""",0,3.51,New Directions,Paperback,122,2023,2008,,2025/05/20,to-read,to-read (#313),to-read,,,,0,0
95693,The Blue Castle,L.M. Montgomery,"Montgomery, L.M.",,"=""0553280511""","=""9780553280517""",5,4.31,Bantam Books,Mass Market Paperback,218,1989,1926,,2025/05/18,,,read,,,,1,0
19117,Fathers and Sons,Ivan Turgenev,"Turgenev, Ivan","Jane Costlow, George Reavy","=""0451529693""","=""9780451529695""",4,4.00,Signet,Mass Market Paperback,244,2005,1862,,2023/03/20,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",3,3.89,Signet Classics,Paperback,118,2002,1895,,2025/04/12,,,read,,,,1,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",4,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2024/03/03,,,read,,,,1,0
39990001,The Casebook of Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,4.12,,Kindle Edition,205,2017,1927,,2025/04/01,,,read,,,,1,0
754713,"His Last Bow (Sherlock Holmes, #8)",Arthur Conan Doyle,"Doyle, Arthur Conan",Otto Penzler,"=""0755334434""","=""9780755334438""",5,4.24,Headline,Paperback,242,2006,1917,,2025/03/28,,,read,,,,1,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",0,4.10,Harcourt,Paperback,165,1974,1972,,2025/03/28,to-read,to-read (#312),to-read,,,,0,0
736131,"The Valley of Fear (Sherlock Holmes, #7)",Arthur Conan Doyle,"Doyle, Arthur Conan",David Timson,"=""9626344245""","=""9789626344248""",4,3.96,Naxos Audio Books,Audio CD,7,2007,1914,,2025/03/24,,,read,,,,1,0
323455,De Profundis,Oscar Wilde,"Wilde, Oscar","Masolino d'Amico, Oreste Del Buono","=""""","=""""",5,4.22,Fontamara,Paperback,188,1993,1897,,2020/07/31,,,read,,,,1,0
194366,"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Angus Wilson, Richard Lancelyn Green","=""0192123173""","=""9780192123176""",5,4.27,Oxford University Press,Hardcover,455,1993,1905,,2025/03/19,,,read,,,,1,0
2420461,Millionairess,George Bernard Shaw,"Shaw, George Bernard",,"=""0140480099""","=""9780140480092""",5,3.36,Penguin Books,Paperback,128,1961,1936,,2025/03/17,,,read,,,,1,0
194373,"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Christopher Roden","=""0192123092""","=""9780192123091""",5,4.29,Oxford University Press,Hardcover,378,1993,1893,,2025/03/14,,,read,,,,1,0
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",5,4.30,Oxford University Press,Paperback,389,1998,1892,,2025/03/10,,,read,,,,1,0
31299,"Hickory Dickory Dock (Hercule Poirot, #34)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572705647""","=""9781572705647""",3,3.76,AudioGO,Audio CD,196,2007,1955,,2025/03/10,,,read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",4,4.28,Ace,Hardcover,658,2019,1965,,2021/11/11,,,read,,,,1,0
4631,A Moveable Feast,Ernest Hemingway,"Hemingway, Ernest",James Naughton,"=""""","=""""",5,4.02,Vintage,Paperback,192,2012,1964,,2021/05/16,,,read,,,,1,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Jacob Needleman, Toinette Lippe, Claudio Lamparelli","=""0679724346""","=""9780679724346""",0,4.29,Vintage,Paperback,107,1989,-350,,2025/01/20,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2020/07/29,,,read,,,,1,0
337113,The Tenant of Wildfell Hall,Anne Brontë,"Brontë, Anne",Stevie Davies,"=""0140434747""","=""9780140434743""",4,4.03,Penguin Books,Paperback,576,1996,1848,,2021/01/25,,,read,,,,1,0
298230,Agnes Grey,Anne Brontë,"Brontë, Anne",Angeline Goreau,"=""0140432108""","=""9780140432107""",3,3.71,Penguin Books,Paperback,226,1989,1847,,2020/06/24,,,read,,,,1,0
175516,The Fall of the House of Usher,Edgar Allan Poe,"Poe, Edgar Allan",,"=""1594561796""","=""9781594561795""",3,3.85,BookSurge Classics,Paperback,36,2004,1839,,2020/08/18,,,read,,,,1,0
899492,The Tell-Tale Heart,Edgar Allan Poe,"Poe, Edgar Allan",Byron Glaser,"=""0871917726""","=""9780871917720""",5,4.24,Creative Education,Library Binding,31,1980,1843,,2024/11/07,,,read,,,,1,0
261240,The Cask of Amontillado,Edgar Allan Poe,"Poe, Edgar Allan",,"=""1594561869""","=""9781594561863""",5,4.08,BookSurge,Paperback,24,2009,1846,,2024/11/07,,,read,,,,1,0
156538,North and South,Elizabeth Gaskell,"Gaskell, Elizabeth",,"=""0140620192""","=""9780140620191""",3,4.15,Penguin Books,Paperback,521,1994,1855,,2024/11/07,,,read,,,,1,0
131359,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4,4.12,Bantam Books,Paperback,352,1978,1937,,2024/10/20,,,read,,,,1,0
53639,Zorba the Greek,Nikos Kazantzakis,"Kazantzakis, Nikos",,"=""0571203132""","=""9780571203130""",0,4.04,Faber & Faber Ltd,Paperback,335,2001,1946,,2024/10/17,to-read,to-read (#311),to-read,,,,0,0
52843028,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,"Christie, Agatha",,"=""1734452595""","=""9781734452594""",4,4.00,Warbler Classics,Paperback,174,2020,1920,,2024/10/14,,,read,,,,1,0
8909,The War of the Worlds,H.G. Wells,"Wells, H.G.",Arthur C. Clarke,"=""0375759239""","=""9780375759239""",3,3.83,Random House Publishing Group,Paperback,192,2002,1898,,2024/10/14,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",5,4.32,Penguin Classics,Paperback,1276,2003,1846,,2020/06/18,,,read,,,,1,0
54479,Around the World in Eighty Days,Jules Verne,"Verne, Jules","Brian W. Aldiss, Michael Glencross","=""014044906X""","=""9780140449068""",3,3.95,Penguin Books ,Paperback,252,2004,1872,,2020/12/03,,,read,,,,1,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",0,4.28,Dover Publications,Paperback,80,2002,1929,,2024/08/18,to-read,to-read (#310),to-read,,,,0,0
373755,"Absalom, Absalom!",William Faulkner,"Faulkner, William",,"=""0679732187""","=""9780679732181""",0,3.99,Vintage,Paperback,316,1990,1936,,2024/08/14,to-read,to-read (#309),to-read,,,,0,0
15730101,The Call of Cthulhu,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",4,4.03,"Amazon Digital Services, Inc.",Kindle Edition,43,2011,1928,,2020/06/24,,,read,,,,1,0
35657708,How To Build A Car,Adrian Newey,"Newey, Adrian",,"=""000819680X""","=""9780008196806""",5,4.46,HarperCollins,Hardcover,400,2017,2017,,2024/07/30,,,read,,,,1,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.20,Knopf,Hardcover,331,2024,2024,,2024/07/20,to-read,to-read (#308),to-read,,,,0,0
58877223,Kairos,Jenny Erpenbeck,"Erpenbeck, Jenny",,"=""332860085X""","=""9783328600855""",4,3.36,Penguin Verlag,Hardcover,379,2021,2021,,2024/07/20,,,read,,,,1,0
374233,If on a Winter’s Night a Traveler,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""""",0,4.02,L&OD Key Porter,Paperback,260,1982,1979,,2024/07/12,to-read,to-read (#307),to-read,,,,0,0
130440,Doctor Zhivago,Boris Pasternak,"Pasternak, Boris","John Bayley, Max Hayward, Manya Harari","=""0679774386""","=""9780679774389""",0,4.01,Pantheon,Paperback,592,1997,1957,,2024/07/12,to-read,to-read (#306),to-read,,,,0,0
194740,The Setting Sun,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""0811200329""","=""9780811200325""",4,3.98,New Directions,Paperback,175,1968,1947,,2024/06/30,,,read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.22,Del Rey,Paperback,193,2007,1979,,2023/06/19,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",3,3.88,Penguin Books,Paperback,608,2003,1838,,2024/05/30,,,read,,,,1,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",5,4.17,Roc,Paperback,297,2000,1968,,2024/05/23,,,read,,,,1,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",3,3.61,Penguin Books,Paperback,289,2019,2018,,2022/09/10,,,read,,,,1,0
11346,Sula,Toni Morrison,"Morrison, Toni",,"=""0452283868""","=""9780452283862""",4,4.05,Plume,Paperback,174,2002,1973,,2024/05/15,,,read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",4,3.78,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2020/06/18,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",5,4.10,Vintage,Paperback,964,2012,1878,,2020/06/18,,,read,,,,1,0
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""1579126243""","=""9781579126247""",5,4.03,Black Dog & Leventhal Publishers,Hardcover,232,2006,1936,,2024/04/02,,,read,,,,1,0
8921,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,"Doyle, Arthur Conan","Anne Perry, Mark Hallaq","=""""","=""""",4,4.13,Signet,Mass Market Paperback,256,2001,1902,,2024/03/30,,,read,,,,1,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""""","=""""",3,3.89,Penguin Classics,Paperback,129,2001,1890,,2024/03/27,,,read,,,,1,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",5,4.26,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,,2024/03/18,,,read,,,,1,0
1772910,White Nights,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Olga Shartse, Fyodor Dostoyevsky","=""""","=""""",5,4.08,,Paperback,82,1848,1848,,2024/03/16,,,read,,,,1,0
605573,Midnight's Children,Salman Rushdie,"Rushdie, Salman",,"=""""","=""""",5,3.98,Random House,Paperback,533,2006,1981,,2023/05/29,,,read,,,,1,0
853510,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,"Christie, Agatha",,"=""0007119313""","=""9780007119318""",5,4.20,HarperCollins,Paperback,274,2007,1934,,2020/06/20,,,read,,,,1,0
16307,"Hallowe'en Party (Hercule Poirot, #41)",Agatha Christie,"Christie, Agatha",,"=""0007120680""","=""9780007120680""",3,3.57,Harper,Paperback,336,2001,1969,,2024/02/28,,,read,,,,1,0
215492,"Lord Edgware Dies (Hercule Poirot, #9)",Agatha Christie,"Christie, Agatha",,"=""0002314576""","=""9780002314572""",4,3.94,Collins for the Crime Club ,Paperback,219,1977,1933,,2024/02/22,,,read,,,,1,0
53443339,"Troy (Stephen Fry's Great Mythology, #3)",Stephen Fry,"Fry, Stephen",,"=""0241424585""","=""9780241424582""",5,4.35,Michael Joseph,Hardcover,414,2020,2020,,2024/02/09,,,read,,,,1,0
37768187,The Crow Road: 'One of the best opening lines of any novel' Guardian,Iain Banks,"Banks, Iain",,"=""0349142831""","=""9780349142838""",5,4.09,Abacus,Paperback,512,2017,1992,,2023/07/31,,,read,,,,1,0
254308,Oblomov,Ivan Goncharov,"Goncharov, Ivan","Galya Diment, Stephen Pearl","=""1933480092""","=""9781933480091""",0,4.13,Bunim & Bannigan Ltd,Paperback,586,2006,1859,,2022/08/18,to-read,to-read (#236),to-read,,,,0,0
23714521,Orbiting Jupiter,Gary D. Schmidt,"Schmidt, Gary D.",,"=""""","=""""",0,4.23,Clarion Books,Kindle Edition,183,2015,2015,,2024/01/02,to-read,to-read (#305),to-read,,,,0,0
63276347,"Now Go: On Grief and Studio Ghibli (Inklings, #13)",Karl Thomas Smith,"Smith, Karl Thomas",,"=""1912489589""","=""9781912489589""",0,3.47,404 Ink,Paperback,112,2022,2022,,2023/12/30,to-read,to-read (#304),to-read,,,,0,0
59149,Beware of Pity,Stefan Zweig,"Zweig, Stefan","Phyllis Blewitt, Trevor Blewitt","=""""","=""""",5,4.26,NYRB Classics,Paperback,353,2006,1939,,2020/06/23,,,read,,,,1,0
58662236,Small Things Like These,Claire Keegan,"Keegan, Claire",,"=""0802158749""","=""9780802158741""",5,4.13,Grove Press,Hardcover,128,2021,2021,,2023/10/07,,,read,,,,1,0
24874310,"The Meek One (Penguin Little Black Classics, #44)",Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""0141397489""","=""9780141397481""",0,3.90,Penguin Classics,Paperback,57,2015,1876,,2023/10/16,to-read,to-read (#303),to-read,,,,0,0
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",5,4.38,HarperCollins Publishers,Hardcover,64,1964,1964,,2020/06/18,,,read,,,,1,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.39,Penguin Press,Hardcover,790,2017,2017,,2023/09/08,to-read,to-read (#302),to-read,,,,0,0
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.19,Harper,ebook,450,2017,2015,,2023/09/08,to-read,to-read (#301),to-read,,,,0,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.02,Anchor Books,Paperback,207,1997,1996,,2023/09/08,to-read,to-read (#300),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2023/09/08,to-read,to-read (#299),to-read,,,,0,0
77013,As I Lay Dying,William Faulkner,"Faulkner, William",,"=""""","=""""",5,3.72,Vintage,Paperback,288,1991,1930,,2023/09/07,,,read,,,,1,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,"=""0143039989""","=""9780143039983""",5,3.81,Penguin Classics,Paperback,182,2006,1959,,2020/06/18,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.37,Scribner,Hardcover,368,2017,2017,,2023/09/01,to-read,to-read (#298),to-read,,,,0,0
95097316,Aurélia: Edition Collector - Gérard de Nerval (French Edition),Gérard de Nerval,"Nerval, Gérard de",,"=""""","=""9798494382207""",0,3.68,Independently published,Paperback,34,2021,1855,,2023/07/27,to-read,to-read (#291),to-read,,,,0,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,4.03,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2023/08/28,to-read,to-read (#297),to-read,,,,0,0
40969531,"A Winter's Promise (The Mirror Visitor, #1)",Christelle Dabos,"Dabos, Christelle",Hildegarde Serle,"=""1787701425""","=""9781787701427""",0,4.01,Europa Editions,Kindle Edition,446,2018,2013,,2023/08/28,to-read,to-read (#296),to-read,,,,0,0
62047992,"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Eric Ozawa,"=""0063278677""","=""9780063278677""",0,3.64,Harper Perennial,Paperback,150,2023,2010,,2023/08/16,to-read,to-read (#295),to-read,,,,0,0
89724,We Have Always Lived in the Castle,Shirley Jackson,"Jackson, Shirley",Jonathan Lethem,"=""0143039970""","=""9780143039976""",5,3.92,Penguin Books,Paperback,152,2006,1962,,2023/07/10,,,read,,,,1,0
1157019,My View of the World,Erwin Schrödinger,"Schrödinger, Erwin",,"=""0918024307""","=""9780918024305""",0,3.84,Ox Bow Pr,Paperback,118,1983,1951,,2023/08/12,to-read,to-read (#294),to-read,,,,0,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",4,4.16,William Morrow Paperbacks,Paperback,370,2003,1996,,2020/06/18,,,read,,,,1,0
23300488,Kokoro,Natsume Sōseki,"Sōseki, Natsume",,"=""""","=""""",0,4.04,,Kindle Edition,242,2014,1914,,2023/08/06,to-read,to-read (#293),to-read,,,,0,0
5741896,Great French Short Stories,Germaine Brée,"Brée, Germaine",,"=""""","=""""",0,3.75,"Dell Publishing Co., Inc.",,317,1960,1960,,2023/08/02,,,read,,,,1,0
28065756,Coraline,P. Craig Russell,"Russell, P. Craig",Neil Gaiman,"=""""","=""""",5,4.06,HarperAlley,Kindle Edition,192,2015,2008,,2023/08/02,,,read,,,,1,0
54110592,How Do You Live?,Genzaburo Yoshino,"Yoshino, Genzaburo","Neil Gaiman, Bruno Navasky","=""1616209771""","=""9781616209773""",0,3.99,"Little, Brown Books for Young Readers",Hardcover,288,2021,1937,,2023/08/02,to-read,to-read (#292),to-read,,,,0,0
61215351,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,4.40,William Morrow,Kindle Edition,432,2022,1954,2023/08/01,2023/04/12,,,read,,,,1,0
38474,Another Country,James Baldwin,"Baldwin, James",,"=""0141186372""","=""9780141186375""",0,4.30,Penguin Classics,Paperback,448,2001,1962,,2023/05/04,to-read,to-read (#283),to-read,,,,0,0
3087,A Room with a View,E.M. Forster,"Forster, E.M.",,"=""1420925431""","=""9781420925432""",5,3.90,Digireads.Com,Paperback,119,2005,1908,,2023/07/24,,,read,,,,1,0
16791,Death: The High Cost of Living,Neil Gaiman,"Gaiman, Neil","Chris Bachalo, Mark Buckingham","=""1852864982""","=""9781852864989""",0,4.20,Titan Books,Paperback,104,1994,1993,,2023/07/19,to-read,to-read (#290),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",5,4.45,Riverhead Books,Hardcover,372,2007,2007,,2020/06/18,,,read,,,,1,0
2183,Sentimental Education,Gustave Flaubert,"Flaubert, Gustave","Geoffrey Wall, Robert Baldick","=""0140447970""","=""9780140447972""",0,3.81,Alliance Entertainment,Paperback,460,2004,1869,,2023/07/11,to-read,to-read (#289),to-read,,,,0,0
25104,"The Sandman, Vol. 10: The Wake",Neil Gaiman,"Gaiman, Neil",,"=""1563892871""","=""9781563892875""",5,4.51,Vertigo/DC Comics,Hardcover,192,1997,1996,,2023/07/10,,,read,,,,1,0
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",0,4.24,Harpertorch,Mass Market Paperback,243,2001,1987,,2023/06/19,to-read,to-read (#288),to-read,,,,0,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",4,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2020/06/18,,,read,,,,1,0
3241368,The Little Prince & Letter to a Hostage,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",T.V.F. Cuffe,"=""0141180927""","=""9780141180922""",0,4.40,Penguin Books,Paperback,118,1998,1943,,2021/04/12,to-read,to-read (#170),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",5,4.15,Oxford University Press,Paperback,249,2004,1817,,2023/06/16,,,read,,,,1,0
2108736,Dearest Father (Oneworld Modern Classics),Franz Kafka,"Kafka, Franz","Hannah Stokes, Richard Stokes","=""1847490255""","=""9781847490254""",4,4.04,Oneworld Classics,Paperback,128,2009,1919,,2023/06/16,,,read,,,,1,0
1625,Twelfth Night,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine","=""0743482778""","=""9780743482776""",5,3.96,Simon & Schuster; Washington Square Press,Mass Market Paperback,222,2004,1602,,2022/10/16,,,read,,,,1,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.30,Penguin Books,Paperback,487,2005,2001,,2023/05/29,to-read,to-read (#287),to-read,,,,0,0
27803,The Jew of Malta,Christopher Marlowe,"Marlowe, Christopher",,"=""0486431843""","=""9780486431840""",0,3.58,Dover Publications,Paperback,80,2003,1589,,2023/05/29,to-read,to-read (#286),to-read,,,,0,0
24128,The Merchant of Venice,William Shakespeare,"Shakespeare, William","Barbara A. Mowat, Paul Werstine, David Scott Kastan, Felix Emmanuel Schelling, محمد عناني, David Bevington, Robert          Jackson","=""0743477561""","=""9780743477567""",3,3.78,Simon & Schuster,Mass Market Paperback,249,2011,1596,,2022/10/16,,,read,,,,1,0
11650,American Pastoral,Philip Roth,"Roth, Philip",,"=""""","=""""",0,3.95,Vintage,Paperback,432,1998,1997,,2023/05/29,to-read,to-read (#285),to-read,,,,0,0
37793,A Doll's House,Henrik Ibsen,"Ibsen, Henrik",,"=""1406914835""","=""9781406914832""",4,3.77,Hard Press,Paperback,122,2007,1879,,2023/05/27,,,read,,,,1,0
374188,Ghosts,Henrik Ibsen,"Ibsen, Henrik",,"=""1420927957""","=""9781420927955""",4,3.81,Neeland Media,Paperback,48,2007,1881,,2023/05/23,,,read,,,,1,0
12957,Much Ado About Nothing,William Shakespeare,"Shakespeare, William","Paul Werstine, Gail Kern Paster, Henry Irving, Barbara A. Mowat, Henry Norman Hudson, Frederick S. Boas, F.H. Mares, Robert          Jackson","=""""","=""""",5,4.06,Simon Schuster,Paperback,249,2004,1598,,2022/10/16,,,read,,,,1,0
37526,Henry V,William Shakespeare,"Shakespeare, William","Michael Neill, Paul Werstine, Barbara A. Mowat","=""0743484878""","=""9780743484879""",5,3.85,Washington Square Press,Paperback,294,2004,1599,,2023/05/24,,,read,,,,1,0
415459,I Have No Mouth & I Must Scream,Harlan Ellison,"Ellison, Harlan",Theodore Sturgeon,"=""0441363954""","=""9780441363957""",0,3.89,Ace,Mass Market Paperback,134,1967,1967,,2023/05/22,to-read,to-read (#284),to-read,,,,0,0
11334,Song of Solomon,Toni Morrison,"Morrison, Toni",,"=""140003342X""","=""9781400033423""",5,4.15,Vintage,Paperback,338,2004,1977,,2022/09/30,,,read,,,,1,0
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"Nafisi, Azar",,"=""081297106X""","=""9780812971064""",0,3.66,Random House Trade Paperbacks,Paperback,356,2003,2003,,2023/05/04,to-read,to-read (#282),to-read,,,,0,0
53835,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""159308143X""","=""9781593081430""",5,3.97,Barnes & Noble Classics,Paperback,293,2004,1920,2023/04/25,2023/04/12,,,read,,,,1,0
393725,The Country Between Us,Carolyn Forché,"Forché, Carolyn",,"=""0060909269""","=""9780060909260""",0,4.23,Harper Perennial,Paperback,59,1982,1981,,2023/04/23,to-read,to-read (#281),to-read,,,,0,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",3,3.88,Penguin Books,Paperback,489,2003,1859,,2020/06/18,,,read,,,,1,0
